worker_id	num_examples	accent	gender	creak	hoarseness	muffled-ness	volume	background_noise
9154a9bc295f4c8cbc0aecb3b2932374	6	yes	man	no	no	3	4	3
89c74ff6a3214275945a7e132642ea20	2	no	woman	no	no	1	4	1
89f93b21ee53490d9a2d6d83e80120b1	1	no	man	no	no	3	3	1
cef0890b159147a995220a732d3622eb	6	yes	man	no	yes	1	3	3
b5bc10001f3d42558f3133c096ebed56	10	yes	woman	no	no	2	4	2
ddf6d08c04c14aa8a0e4ea2efc6c1b82	76	no	undet	yes	yes	2	3	1
49c72c9d19f34059ab2ea00e568c7b8d	13	no	woman	no	no	2	4	3
70540704017c4d0d9a0f2eb3c855ec89	58	yes	woman	no	no	2	2	3
44103fcb65dd4a35b6de0acedf4dded7	68	no	woman	no	no	1	3	1
ef2aaf297fbe4818ab0f3059ae510f63	11	no	woman	no	no	2	3	1
3375299d28ab42378e622ad3e878024c	123	no	undet	no	no	1	3	2
7d81b26161b74aeba60eea33fab660c6	26	no	woman	no	no	3	4	2
7451d19ce2244e299c7d393b097aa882	18	no	woman	no	no	1	3	1
7fd9e07983a1423aa9792ab68d9b614d	96	no	woman	no	no	2	3	1
f7f943886c4a4ad999a9148b3ce94caa	333	yes	woman	no	no	3	2	3
5e4d6ddc1b804c9bb1e15a00ec5e33f9	4	yes	woman	no	no	1	3	3
90ab13dfd3714632bec0e8c0f7c0d756	49	yes	man	no	no	1	2	1
628e72664ffa49d48d8b917e68822607	50	yes	man	no	no	2	3	2
bc03ce2024214e9abb55a1200897d3f4	34	yes	man	no	no	2	3	1
b9bdc8b283d14737975f7f7bfa5b5c45	42	yes	man	no	no	1	3	3
1806fa15232143c9be3c131487ae9762	38	yes	man	no	yes	1	3	1
a42030e8be3446419ef6a71004e736d3	46	yes	man	no	no	1	3	2
45c6239b47394c4b9240a0f423b4ad96	46	yes	woman	no	yes	2	2	2
1f47e602ec6c448fb6f9cb3a70832fe8	7	yes	woman	yes	yes	2	2	3
fb611fb606e540a0848063fe9e3972c7	50	yes	woman	no	no	3	2	1
c9cb24e8cee44f63b20ddd926f98e3c5	40	yes	man	no	no	1	3	1
3fc8d1ee174d493286ceafda4602deaa	12	yes	woman	no	no	1	2	2
70939c954e944b11834e38782bad518b	50	no	man	yes	no	1	3	2
939e0dfa51314f8d92a26475c11b7c2b	26	yes	man	no	no	3	2	2
d76a617011c847b189576cde1797e623	8	no	man	no	no	3	2	2
6ceb8d591d89477f9fec1dbe02b74f6f	50	yes	woman	no	no	1	3	1
b4f1c969fbfe4f308dbe870c0ab3f355	18	yes	man	no	yes	2	3	2
5cdb7f8238d64073827e0e1f46851a64	49	no	man	no	no	1	3	1
4d2bfb5065674a498616180f29b2becc	3	no	man	yes	no	1	3	1
1dd8985111e442ffa71b340e45701ab7	46	yes	woman	no	no	3	2	2
539cfe0c2dd44a5ca4697feda306a945	35	yes	man	no	no	1	3	1
55056f184dcf45fcabe107a4fb88ce02	49	yes	woman	no	no	2	2	2
0ea60761964a4782a1664489b41264cd	23	no	man	no	no	1	3	2
c6b44f38d59b4b25b87d7724046cb253	46	no	man	no	yes	2	3	1
a13ad5ad7f094f368400e2627761d998	48	yes	man	no	no	2	3	2
bf948832ff5249b6bdf6c5f8c40fe8b7	50	no	man	yes	no	2	2	1
93a227d2933d4f84a5f657016f1080bd	45	yes	man	no	yes	1	3	1
36c95354dc1c4ae4a62c13a0d6187b28	7	yes	man	yes	no	1	3	1
0a5323d4e34a4184abfcda71ce3b11f5	11	yes	man	yes	no	1	3	1
7d9fd41e19a24fb086354cfa0ecfefba	36	yes	man	no	no	1	3	2
0b78040e2cef4ac39c8d106ab0cdee3f	50	yes	man	yes	no	2	3	2
98e1b6c934c14b82a39eafb05b44bd83	20	no	man	yes	no	1	3	1
09d241451eef4598a7c013502783afee	10	yes	man	no	no	1	2	1
3c35f598280f4d7387dc163abfb5732a	45	yes	man	yes	no	1	2	1
002e7d1a1b474e6db928df2efa0c5ed0	49	no	man	yes	no	1	3	1
d47cded7ec8b4a31a0c3796752e5fde1	38	yes	woman	no	no	1	3	1
6e9b45b70f5248d6a944b2193a042fe7	22	yes	woman	no	no	1	3	1
1f4c91486789403790bc830e9eec7d81	16	yes	man	no	no	3	3	4
03068d2df8cf4f2d8aeaa7bedf8abb8c	37	yes	man	no	no	3	2	3
04654b6774f2491e989f94bc1a69af6e	50	yes	man	no	no	3	1	3
91ac90371c8f4e8fa1986be95508d121	50	yes	man	no	no	1	3	3
856baa6f85bf46a683bbdb78c415f1f1	47	no	woman	yes	no	1	3	1
73ba24efc5794b81ac081c2fb97e1e69	37	yes	man	yes	no	3	2	1
ff55306707044d7389f8a75002fb6824	50	yes	man	no	no	1	3	2
79487170e95647eda16d6565a73996e0	14	yes	man	no	yes	1	3	2
d6f0997b18da44ed8d65ad934882faed	1	no	man	no	no	1	3	1
0477057b436143b38fec19e2cbe0c8d5	43	yes	woman	no	no	1	4	1
dd948e1de9fa4327a603edd7c120e09c	50	no	woman	no	no	1	4	2
fd5bce281c91422d8bbf8462d6378667	27	yes	woman	no	no	1	3	2
29a0389c19584728876a41ac136549ac	47	no	woman	no	no	2	4	1
fca38ebb8d224b878fc44a8939041895	7	yes	man	no	no	2	2	2
fe0f6230784541ac85b91eb46d9c86f3	1	yes	man	no	no	1	3	3
a69f030cc76a47e482cf5d1d15742387	1	no	woman	no	no	1	3	1
372b9108254a4344be0bf4c7429a8f21	39	yes	man	no	no	1	4	1
2b9274075090401eba9e27031d9e1245	44	no	woman	yes	no	1	3	1
e207e52eff6842f5bf14109a541914fc	4	no	man	yes	no	1	3	1
de72f74bcbb048298c09c0cc21cbefc8	49	no	man	no	no	1	3	1
c8f4a8fa09e04329a758eeca6cd631a9	45	yes	man	no	no	1	4	1
c99a89b46602479aadb3ef5d3fb986bc	47	no	man	yes	no	1	3	3
23e60b397d7e4e0f9b3dcfaa629e45e4	2	no	woman	no	no	1	1	2
31620e4203e44d9d9e7f326cf069a6af	47	yes	woman	no	no	1	2	2
2f60009015d94c85aa6f4e5c58373f4f	47	yes	woman	no	no	1	3	2
cd3ec1c6832043a39c5b74012419b67c	42	yes	man	no	no	1	2	1
e7227a703fd248eb9db4ce290a2a8e70	50	no	woman	no	no	1	3	2
4f21a40d2fe349d39b39e00b40b3fab7	49	yes	man	no	yes	1	3	1
897dcdc27e0142528f7a028f28cb3aaf	4	no	woman	yes	yes	1	3	3
9ef264f36e2b4711bfe4c8102957e400	3	yes	woman	no	yes	1	2	3
eb1b6474d0384cc4be7b7aaea8a4da91	46	yes	man	yes	no	1	3	1
8562f93f62234a888320a619dfc29f52	25	yes	man	no	no	1	3	2
33a305c388b6419bba7b3e08c2c76e39	31	no	man	yes	no	1	3	1
27f9c4ac0fe348dfbb60e9662e8cf352	29	yes	woman	no	no	2	2	2
612bf6acd7204c60883d6f99b1ae20b3	50	yes	man	no	no	1	3	1
85a55d1be60d4f5a8c20ebe7b34977e9	48	yes	man	no	no	2	3	1
c84639e82a334aaebb4131defa2378dd	50	yes	woman	no	no	2	3	2
46b2d49376db49eb94b1a648b7883eb0	48	no	man	yes	no	1	2	1
104f86ddd0ac4355badec0ea6e71c141	50	no	woman	no	no	2	2	2
f10deb915c9540d980eaec61a122e8a3	46	no	man	no	no	1	2	2
aa7a8d565a8b45b7b1cd6f17cce42027	50	yes	man	no	no	1	2	1
66a757dafb314039b3113119a7198e9d	40	yes	woman	no	no	1	2	2
3d5ecc7659474f39a4549bdf4a9e4484	48	yes	woman	no	no	1	2	1
e15a024306be4a9580554f50463872e0	50	no	man	no	no	1	3	1
b31325622775467293b226316011bba3	47	no	woman	no	no	1	3	1
ab9b615fffd2424c8b3d8ae25a0d0d0d	49	yes	woman	no	no	2	2	2
1d952a4522784c959468e768e6827af8	44	yes	man	no	no	2	4	2
b0646ae36bf34d4081994d4bfee1d21c	50	yes	man	yes	no	3	3	2
f1efcf0e7f2345a2baff62cf4f597297	48	yes	woman	no	no	2	3	2
7bc7d9d88cf3475aa5a5b6abf4e0f4ee	46	yes	man	yes	no	2	2	3
ce7b4487b3dc4e42bacc707d34276913	50	no	woman	yes	no	1	3	3
1fa00f010a9c4a53a7b6b8b6940f7696	50	no	man	no	no	1	2	3
dea888412b154dffb055de4a5427ab4d	50	no	woman	yes	no	1	2	1
3586941216ac4e2284ca3428a13517d8	48	yes	man	no	no	1	2	1
e410957a70ea4366a813728d5ef9d5cb	50	yes	woman	yes	no	1	2	2
5ec488987d7f473492c25d79af6f365d	50	yes	woman	no	no	1	1	3
3055bd8e3be647a9a7bee490085d2040	49	yes	woman	no	no	3	2	2
11dfdccd56a64465a4f9fb86438dcebb	50	no	woman	yes	no	1	4	1
07bcc42fda3b436b85e6789dc6661579	39	yes	man	no	no	2	4	2
14428b1dbb1143908b24474b282016f5	50	no	man	yes	no	2	3	2
3db737df635a497ca8e185db47cce07c	50	no	woman	no	no	2	3	1
024a1b78e88a4b62ae4c7f7ba36456f3	50	no	woman	no	no	1	3	1
137861cee6ce450185a02936239d7354	50	no	woman	yes	no	1	3	1
0fff49fe0bd543f8a6c483dee43ca963	49	no	woman	no	no	1	2	2
2f647ee5db504196adb5d1425a9f737b	48	no	woman	no	no	2	2	2
e2dc5381a30f41f78cdc6ed523918256	50	no	woman	yes	no	2	3	2
9fc37565c86e4dca802644cfc85bc567	45	no	man	no	no	1	3	1
ed780ce41340451496923751e069d0bd	35	no	woman	yes	no	0	2	1
753480244b6b486c96b8a66ca41659b1	50	no	man	yes	no	1	3	2
a51f5d25ce6f44bf9a4cb1cb5d9bb1d3	50	yes	undet	no	no	1	2	2
f337460b0db0474aa4981b3f41784297	48	yes	man	yes	no	1	3	1
1b33cb2e0ce548ce9ce3f48685984488	38	yes	woman	no	no	1	3	1
bb4b007c9d4c4ad88600d7d230bf2c88	50	no	woman	yes	no	1	3	1
c88f413c9fdf486e824e6841084fa727	50	no	woman	no	no	1	2	1
d1d798f536004a0c827dc5229e10a31f	50	no	woman	yes	no	1	4	1
9354baf4c6ef4015a103c23ea197929a	50	yes	man	yes	no	1	3	1
9c29c123bf8a4e2da6cd61889c33a761	46	no	man	yes	no	2	3	1
2bbf9b68ec784293a2bc4286bfe6285d	35	yes	woman	no	no	3	3	2
1941b4c7e63747eb83a4a44135c06e75	50	yes	woman	no	no	1	2	2
4c5f80cae0f1491da615cf0077ed8da1	40	yes	man	yes	no	1	2	1
bfee68c1c60444e5955c7e51ef0f4486	50	no	woman	yes	yes	2	2	2
b3ca6414117b426c935f7e7de478d607	50	yes	man	yes	no	1	3	1
45251105f3c54eb1a0fff282ad62b6c7	1	yes	man	no	no	1	2	2
fd40c98923204b759ce4b58e1a5b171d	46	no	woman	yes	no	2	2	1
968320ffee954c04942b8636791eecd0	17	no	woman	yes	no	1	2	1
11d0043376f3413e9c1762a584eb0c9a	5	no	woman	yes	no	1	3	1
78ef2400017c4fb8bd02fecdb12f0777	7	no	man	yes	no	1	3	1
5129d7911dfe4769a1252c5ad45b93ff	17	no	man	yes	no	1	4	1
9706a7b207624ab6ae787415ebce30a7	50	no	man	yes	no	1	4	1
c2f096dd713d4a328a8d7dd31da2dd88	5	no	man	yes	no	2	3	1
170fc8c7ef124049b7790ebf2d0e4136	2	yes	man	yes	no	2	2	2
cf65520f40ae472295aaed6a9e872bcd	44	yes	man	yes	no	1	3	2
2c2cb033423947d2b2395c23943dafa0	50	no	man	yes	no	1	3	1
90485c7fc45e40609eb2744c9b0d5177	40	yes	man	no	no	1	2	1
1d574f689a91423cbef34a1c640153ff	36	no	woman	yes	no	1	3	1
780d60f609e648a29df3545756a52dda	29	yes	man	yes	no	1	3	1
dceb1574f76941efb75e8e5e112201d9	49	yes	man	no	yes	1	2	1
3a1477dc2a8644fa835102f7c1684c8d	1	yes	man	yes	no	1	2	3
cf6f6195349d4e6cb61e631894892622	35	yes	woman	no	no	1	3	2
35142705f0cb4027ad605ee36642ca6e	49	no	woman	no	no	1	2	1
a45d9c62082c4343b892817a93603e86	13	no	woman	no	no	3	2	2
d089c85ed3274af5b9809f15e9ea6d01	48	no	woman	yes	no	1	3	1
626e793a395f4e07937532e2649c84f1	1	no	man	yes	no	1	3	1
fc03818f8253445b9cae97c55168e9a0	27	yes	man	no	no	1	3	1
256159f9a1ab4de4a94cef5eaaacacdf	2	yes	undet	no	no	1	4	3
4c0e25a9ef534a22ad28560232fc5ca8	12	yes	undet	yes	yes	1	2	1
1ca80e6c4ee54e8bb33166da6cc5b909	41	no	man	yes	no	1	3	1
1907cd61c34249b38e1038123cd3f9e1	48	no	woman	yes	no	1	2	1
cbc03c4b97cf40f989574369f27b5ba6	41	yes	man	no	no	1	3	2
5c62a9bc632b4c01808ccf76357412a8	19	no	woman	yes	no	2	3	1
4d66250b05e54a849a4c8688f7ee8a2a	14	yes	man	no	no	1	2	2
bf4ffb4b4fa641789493de91532029f7	1	no	woman	no	no	1	3	3
d5abf96492624bc2a7032b7efd2f418c	50	yes	woman	yes	no	1	4	1
d25cd8b9391046c9bd613de3e95590d4	5	yes	man	no	no	1	2	2
4e889bce917d4b87850e5f825bc72727	50	no	woman	yes	no	1	3	1
c701249350b44dc7b51b965954d04c46	33	yes	man	yes	no	1	3	1
9ef26bf3e32d421eaf9df29fac0e516f	32	yes	man	no	no	1	2	1
817dbc6f55b841f3968be9b3d12809f7	22	yes	man	yes	no	1	4	1
292e8483db2e4f7ba5737aea30ddb6ac	47	yes	woman	no	no	1	2	1
1e02c5ede0cc4224be8ed9b1c0e0f3c0	32	yes	man	yes	no	1	3	1
2617a8bf808344369548ef1e45314ce9	40	no	man	no	no	1	3	1
f4f2e4805db84897ab2f167bd639fee5	47	yes	woman	no	no	1	2	1
80917dba341e43229196514716f50420	7	yes	woman	no	no	2	2	1
ea9d38504f1f4e6fbb785fbbccdf9b60	23	no	man	no	no	1	3	1
20c94fa727d54a289c854474ca56cf08	49	yes	man	no	no	1	2	1
ec612b13fa4a4dbc8b64b24c665d7e82	37	yes	man	no	no	1	3	1
ee45eea3e9b14354a5d3d222542207d9	33	yes	woman	no	no	1	3	1
0d6eaa168415483194eb8c9090981aa6	46	yes	man	no	no	1	3	1
5111dc6dce7a4252ab51115d2cbc42be	50	no	woman	no	no	1	3	1
44a2a17c155548d38fba4f0cfa89821c	49	no	man	no	no	1	3	1
cfd32deb517c4ee6946b299d22abd2d5	38	yes	woman	no	no	1	3	1
34cc0bddce6b4e29b2bec58ca6bade15	48	yes	woman	no	no	1	3	1
ac8dac0bafa946759eb6a5080cb93d69	50	yes	man	no	no	1	3	1
4fcd7f803f654608a41968c76c8b7da8	50	yes	man	no	no	1	2	1
42af5c983765485087029aeef8805106	50	yes	woman	no	no	1	4	1
c879a66b85c647b388349c9f562972cb	50	yes	woman	no	no	1	2	1
234734070c11434e84d6eb358e1102af	50	yes	man	yes	no	1	2	1
efea492aeafd4152b0c2f3161a36ba90	50	no	man	yes	no	1	3	1
95dcf51ea9b84985a17b2b67cff4f715	16	no	woman	yes	no	1	4	1
8d077fcdf91b4450a6755561c084d5f2	48	yes	man	no	no	2	3	1
23f14fbabde7491c8025b561e46f544a	7	yes	man	yes	no	2	3	1
8a993f0aba354b27ae232ff04f8811be	49	no	man	no	no	1	3	1
9182ebf3e4f04616bb80ce469b982779	38	yes	man	no	no	1	3	1
070b0b54ec01425786c569c49b31b163	36	no	woman	yes	no	1	3	1
6f7228d10e2e4275b599a8a27b8d2b48	1	no	man	yes	no	1	3	1
e539b5eeeac84943a99d5972b689d96d	6	yes	man	yes	no	1	3	1
8bebbb18314645ac9b0c8a7761c62a9f	2	no	man	no	no	1	3	1
d351c71676154885989760a9c0df7506	48	yes	man	yes	no	1	3	1
ec2001a314fc4c08a11f177aaa1e334c	27	yes	man	yes	no	1	2	1
a04fd3c6e6ca4d508fa4accb3f9d4d34	48	no	woman	no	no	1	3	1
2dbc0a61a00749759e69927ba5fe83a3	50	yes	woman	no	no	2	2	2
ce2348152f5441a18d93050650368a74	30	yes	woman	no	no	1	2	2
a6f9698f8dac415692bc3c68f4e8cade	24	no	woman	no	no	1	3	1
a479b34759bf425a935cf6d6558f7152	19	yes	woman	no	no	1	3	1
c5f006b2783d4d54a6680bc911a599bc	44	yes	woman	no	no	1	3	1
f1e3ca41670e49e59e078b2f7da4d36b	7	no	man	no	yes	2	2	1
a7963e6862c64936bc234de8ddf37855	49	no	woman	no	no	1	3	1
58982c392f114996bd18b3ed62e9c595	22	no	woman	no	no	1	3	1
4d2cf832cd9841dfb0d75e1656c5a5e5	50	no	man	no	no	1	3	1
0bda854733c1468bb81fa34faa3a76d4	50	no	woman	no	no	2	1	1
e0c050fa7d1d44d8b3160f3ff2848c7a	18	no	woman	no	no	1	2	1
7f188e0c01d74fb18f1aaaaf684b6971	25	no	woman	yes	no	1	3	1
c95d2123fd77454bb0f34991f2e18b02	43	yes	man	yes	no	1	3	1
816289a03fe044ae92fb4e02a8851206	50	no	woman	yes	no	1	2	1
4dfcb0cd8f1d4d34ac57068704c97423	47	yes	man	yes	no	1	2	1
963bf8bded1f4de38683c8c156749dd6	25	yes	man	yes	no	1	3	1
9916e6f075aa44e0a41a00711f1c949f	25	yes	woman	yes	no	1	3	1
0de083528cae4eb59a130626d466eab9	6	no	woman	no	no	1	3	2
33d8a272b3824891979762a8588add50	50	no	woman	no	no	1	3	1
5f3020203c8e4040bf0fbd739ec939bb	46	no	woman	no	no	1	2	1
f0dff58f670944b594ce738555ea042b	26	no	woman	no	no	1	2	2
c4b20d9f65f14e6da711c59c155478d4	49	no	woman	no	no	1	3	1
f4df49357fae40dba90ef2fefd79ec9c	44	yes	man	no	no	1	3	1
a250dfd3414b4832893a5dd19598a54c	44	yes	man	yes	no	1	3	1
3b5a076ab34244459c09f09af90ca94a	50	no	woman	no	no	1	2	1
727d11cbc5184eed91994a866c8d13b4	50	no	man	no	no	1	2	1
033fd78a7cfe47af86c058215affa89e	50	yes	man	yes	no	1	3	1
d1db186ceccc479e8f03842b2f775861	9	yes	man	no	no	1	2	1
fa11e4698b7f4082852b1b3b5a0dfd24	50	no	woman	yes	no	1	3	1
323f175438504bccb51ba5a97e3227a6	15	yes	man	no	no	2	3	2
44a07775987446199f4d53ff6f17a750	3	yes	man	no	no	1	3	1
061e3dc583a14bf99f16ab545af28bd6	8	yes	man	no	no	1	2	1
620440d2fe904275a8acd79ad0e219d4	50	no	woman	yes	no	1	2	1
8754c3c0172d4cde86894098485325f6	17	no	woman	no	no	1	2	2
41f8b4c39dff46c1b727282063cf62b3	12	no	man	yes	yes	2	3	1
26b98d92d63a46efb70d5ed5b1ee19f1	1	no	woman	yes	no	1	3	1
2eda18b871a24f5592b06d32dc30018e	47	yes	man	yes	no	1	3	1
f6fe612b6f924745a844f805ed4d7c04	39	no	man	yes	no	1	3	1
f0c2f65c79d8455fa3add4eb69dc2b2d	49	no	man	yes	no	1	4	1
41189794853845e6a390156e57a5a777	5	yes	woman	no	yes	1	3	2
10d7f207806c4cea993d5dd1c6c89a9a	50	yes	woman	no	yes	2	3	3
2a29dcbbc97e42edb9bd7bb046825ae4	10	yes	woman	no	no	2	3	3
f64a65e233324ad886f65f884ef248a0	4	no	woman	no	no	1	3	1
4bfd434874d24e7fb314c6706782f081	23	yes	man	no	no	1	2	1
dd539e18123d438b9dd9bd76d54c5b76	44	no	woman	yes	no	1	4	1
5de823491e7448699d49612d212a9481	40	yes	woman	no	no	1	3	1
e662e371d18e4af3ac4fdd5d58612262	4	no	woman	no	no	1	4	1
97a088ba14ed40859c3e164aecccb6f7	15	no	woman	no	no	1	3	1
be8757166753492589af09779a725352	46	yes	man	no	no	1	3	1
2768be2830004ec5aca8f1b6e8c21616	46	yes	man	no	no	3	1	3
162161b9bc564aef81845e96745583c7	40	yes	man	no	no	2	2	1
05a21bdb0d30480089e62411cfda08ce	42	yes	man	yes	no	1	2	1
735a06e3b95f4cc1ac4b7558d02cad48	38	no	woman	no	no	1	3	1
6de18dff48934036b39ee5505b110ffe	50	yes	woman	no	no	1	3	1
c34bae97c7874fba87dd21e7195d97ff	43	yes	man	yes	no	1	2	1
084269aa03a244dea97828c3f10ae128	35	yes	man	yes	no	2	3	1
e17991816ba449de97303a0f5101fdfc	17	no	woman	no	no	1	3	1
0bb0100612a64f8abf43912b7512ef93	42	no	woman	no	no	2	2	1
a51fc883f3924fe7a4649678033feca6	35	no	man	yes	no	1	3	1
d034883ea35b4b11ad009bdca78a5574	50	yes	man	no	no	1	2	2
2d2931c0c1204abab9f825af9070b251	50	no	woman	no	no	1	3	3
f7ad394115dc491494b29fc35f4b0736	31	no	man	yes	no	1	4	1
b4e40b12adb0451283d700f2e1e13768	36	yes	man	no	no	1	2	2
dfa5ce9207614c439abaa7e7eed0fb2d	48	yes	man	no	no	1	2	2
2918311fd93941ca8ed2394b3aa6ac0f	1	no	man	yes	no	1	3	1
534ccddfc9e84349bf2c781d105a0226	32	yes	woman	no	no	1	2	1
dc612f413c1f49fead7c2eae7e19a1de	7	no	woman	yes	yes	1	3	1
c2cad44e17944fbca9e0bc6313005dd6	50	yes	man	no	no	1	2	2
ef395c8c16dc49d5a2436f6ed9e1816d	26	yes	man	no	no	1	3	1
3a5eccdb855b4f54aeef38ad6ddb04c6	48	yes	man	yes	yes	1	3	1
c7aa9e2a8cfa4d58844c323d6a9bac62	22	yes	man	yes	no	3	3	1
09e59dbad785431d8090b26ed50af4c6	6	no	woman	yes	no	1	3	1
2a81ca6daae3476598506d7800b1f586	40	no	man	yes	no	1	3	1
7689316287744694b3374f1825f1918e	11	no	woman	yes	no	1	3	1
15cb53c5183b429cbffaf7a5861db2e6	25	yes	woman	no	no	1	4	1
0272c3bf3fc149e5958c62f035dd1019	46	yes	man	no	no	1	4	1
13607ebb5d0145e790010fb88b524e06	14	no	woman	yes	yes	1	3	1
79e00f570c434496b5760aecc1316ccf	7	no	woman	no	no	1	3	1
fbf640f0e9c84b7cb5275ed83e765f13	23	no	man	yes	no	1	3	2
ade905ddbda242cab33a4a0ea5c0c4ee	13	no	woman	no	no	2	3	1
6271d56d039446eea8fb48f230506585	9	yes	man	yes	no	2	3	2
6eb8ca90115746e9a3d5991057917176	19	no	woman	yes	no	1	3	2
3efdd9807f3147898c43a8d8b047317e	3	no	man	yes	no	1	3	1
ded0011d481a4c3ba4f19a378acbf2c4	19	no	man	yes	no	1	4	1
4c8eb0beca9640eda3bfbde70907bebc	47	yes	woman	no	no	1	2	2
43af1b7c5ebe4145b33b05b1385db3c3	34	no	man	yes	no	1	2	1
c8049e47dfcb496e89e1a182c8f1ab40	50	yes	man	no	no	1	3	1
a0d73713a17942d78cd2eab401fedbe1	49	yes	man	yes	no	2	3	1
839f7d9155464beea0c4afe679b2f38b	48	no	woman	yes	no	1	3	1
52099eeb2b1b4c44b6b4e562a36f9d5a	4	no	woman	yes	no	1	3	1
7576ac87f8b44bedb440e21a7778792a	50	no	man	yes	no	1	2	1
381d224665c34178bcd5828c6f124572	42	yes	woman	no	no	1	3	1
383a389c0f38485cb0408a1fa137d412	20	no	woman	yes	no	1	3	1
8191ae3aedf941338a0b69af26656abf	8	no	man	yes	no	1	3	1
83e84b6b3921419aa1be8745f1531b47	37	no	man	yes	no	1	2	1
5ce9f5ab5e9a4f50a3a76ff926f8b6a8	49	yes	woman	yes	no	1	3	1
8245991bac8443949c331b6665737fe0	2	yes	man	yes	no	1	3	2
ed4ce44c7d0e4dde936a0b44707d7667	29	yes	man	no	no	2	3	1
